Aluno_ID,Distrito,Matematica_A,Economia_A,Portugues,MACS,Nota_Interna,Fisica_Quimica_A,Biologia_Geologia,Desenho_A,HCA,Historia_A,Geografia_A,Geometria_Descritiva_A,Historia_B,Ingles,Literatura_Portuguesa,Espanhol_Iniciacao,Filosofia,Frances,Espanhol_Continuacao,Mandarim_Iniciacao,Alemao,Portugues_LNM,Latim_A,Matematica_B,Portugues_L2
2022_29563,Lisboa,55.0,,54,,100,0.0,46.0,,,,,,,,,,,,,,,,,,
2022_29564,Coimbra,183.0,199.0,196,,192,,,,,,167.0,,,,,,,,,,,,,,
2022_29565,Lisboa,41.0,67.0,63,,100,,,,,,63.0,,,,,,,,,,,,,,
2022_29566,Braga,,,105,,140,,,,,132.0,,,,158.0,,,,,,,,,,,
2022_29567,Lisboa,,,108,,121,,,130.0,,,,83.0,,,,,,,,,,,,,
2022_29568,Lisboa,164.0,150.0,135,,156,,,,,,135.0,,,,,,,,,,,,,,
2022_29569,Lisboa,,,165,,194,,,,,168.0,,,,200.0,,,,,,,,,,,
2022_29570,Outro,177.0,180.0,145,,174,,,,,,140.0,,,,,,,,,,,,,,
2022_29571,Leiria,146.0,135.0,135,122.0,152,,,,,,,,,,,,,,,,,,,,
2022_29572,Leiria,137.0,,112,,139,128.0,105.0,,,,,,,,,,,,,,,,,,
2022_29573,Lisboa,138.0,138.0,122,,140,,,,,,126.0,,,,,,,,,,,,,105.0,
2022_29574,Lisboa,120.0,,109,,130,126.0,,,,,,96.0,,,,,,,,,,,,,
2022_29575,Lisboa,197.0,,196,,200,190.0,197.0,,,,,,,,,,,,,,,,,,
2022_29576,Outro,188.0,169.0,150,185.0,190,,,,,,,,,,,,,,,,,,,,
2022_29577,Lisboa,162.0,,132,,170,165.0,137.0,,,,,,,,,,,,,,,,,,
2022_29578,Porto,189.0,,153,,181,180.0,159.0,,,,,,,,,,,,,,,,,,
2022_29579,Outro,,,140,165.0,170,,,,,154.0,,,,,,,,,,,,,,,
2022_29580,Lisboa,185.0,,133,,170,149.0,140.0,,,,,,,,,,,,,,,,,,
2022_29581,Lisboa,,,136,,167,,,,,165.0,148.0,,,,,,,,,,,,,,
2022_29582,Setúbal,182.0,,141,,172,155.0,162.0,,,,,,,,,,,,,,,,,,
2022_29583,Lisboa,,,137,,161,,,,,157.0,149.0,,,,,,,,,,,,,,
2022_29584,Outro,189.0,200.0,169,181.0,197,,,,,,,,,,,,,,,,,,,,
2022_29585,Lisboa,,,118,130.0,148,,,,,136.0,,,,,,,,,,,,,,,
2022_29586,Setúbal,185.0,177.0,165,146.0,187,,,,,,,,,,,,,,,,,,,,
2022_29587,Braga,155.0,,130,,152,142.0,137.0,,,,,,,,,,,,,,,,,,
2022_29588,Lisboa,,,165,175.0,190,,,,,173.0,,,,,,,,,,,,,,,
2022_29589,Outro,,,137,,171,,,,,167.0,,,,175.0,,,,,,,,,,,
2022_29590,Lisboa,160.0,,121,,151,128.0,127.0,,,,,,,,,,,,,,,,,,
2022_29591,Outro,175.0,,138,,163,159.0,136.0,,,,,,,,,,,,,,,,,,
2022_29592,Porto,127.0,,108,,125,128.0,121.0,,,,,,,,,,,,,,,,,,
2022_29593,Porto,182.0,,130,,170,154.0,,,,,,159.0,,,,,,,,,,,,,
2022_29594,Lisboa,,,195,,200,,,,,186.0,,,,,168.0,,,,,,,,,,
2022_29595,Outro,97.0,,96,,104,96.0,,,,,,72.0,,,,,,,,,,,,,
2022_29596,Outro,136.0,,127,,137,149.0,112.0,,,,,,,,,,,,,,,,,,
2022_29597,Porto,13.0,,66,,100,63.0,69.0,,,,,,,,,,,,,,,,,,
2022_29598,Braga,182.0,,135,,178,150.0,,,,,,175.0,,,,,,,,,,,,,
2022_29599,Outro,,,149,159.0,179,,,,,175.0,,,,,,,,,,,,,,,
2022_29600,Porto,183.0,,180,,186,165.0,159.0,,,,,,,,,,,,,,,,,,
2022_29601,Coimbra,163.0,,131,,159,135.0,147.0,,,,,,,,,,,,,,,,,,
2022_29602,Outro,,,152,,184,,,,,178.0,182.0,,,,,,,,,,,,,,
2022_29603,Lisboa,115.0,,106,,123,105.0,,,,,,90.0,,,,,,,,,,,,,
2022_29604,Lisboa,,,127,,150,,,,,146.0,135.0,,,,,,,,,,,,,,
2022_29605,Outro,190.0,,138,,167,152.0,149.0,,,,,,,,,,,,,,,,,,
2022_29606,Lisboa,,,156,,174,,,,,148.0,,,,,177.0,,,,,,,,,,
2022_29607,Porto,,,128,,162,,,170.0,,,,132.0,,,,,,,,,,,,,
2022_29608,Braga,166.0,,117,,162,152.0,142.0,,,,,,,,,,,,,,,,,,
2022_29609,Porto,187.0,170.0,155,,171,,,,,,152.0,,,,,,,,,,,,,,
2022_29610,Lisboa,130.0,,100,,134,125.0,90.0,,,,,,,,,,,,,,,,,,
2022_29611,Porto,,,95,,112,,,,,109.0,,,,,100.0,,,,,,,,,,
2022_29612,Lisboa,200.0,,167,,189,183.0,166.0,,,,,,,,,,,,,,,,,,
2022_29613,Lisboa,151.0,,125,,158,155.0,144.0,,,,,,,,,,,,,,,,,,
2022_29614,Faro,161.0,,138,,159,137.0,131.0,,,,,,,,,,,,,,,,,,
2022_29615,Porto,,,98,89.0,111,,,,,118.0,,,,,,,,,,,,,,,
2022_29616,Outro,,,76,,110,,,,,102.0,102.0,,,,,,,,,,,,,,
2022_29617,Setúbal,144.0,,128,,152,149.0,130.0,,,,,,,,,,,,,,,,,,
2022_29618,Porto,125.0,,116,,131,121.0,,,,,,96.0,,,,,,,,,,,,,
2022_29619,Lisboa,90.0,96.0,88,76.0,100,,,,,,,,,,,,,,,,,,,,
2022_29620,Outro,134.0,,102,,128,130.0,106.0,,,,,,,,,,,,,,,,,,
2022_29621,Lisboa,80.0,,83,,100,90.0,77.0,,,,,,,,,,,,,,,,,,
2022_29622,Porto,,,115,,138,,,,,129.0,121.0,,,,,,,,,,,,,,
2022_29623,Setúbal,187.0,,150,,187,199.0,157.0,,,,,,,,,,,,,,,,,,
2022_29624,Porto,145.0,,106,,133,125.0,101.0,,,,,,,,,,,,,,,,,,
2022_29625,Coimbra,,,165,,169,,,,,153.0,157.0,,,,,,,,,,,,,,
2022_29626,Lisboa,127.0,,97,,124,108.0,89.0,,,,,,,,,,,,,,,,,,
2022_29627,Setúbal,,,196,,200,,,,,180.0,,,,200.0,,,,,,,,,,,
2022_29628,Outro,144.0,,130,,150,131.0,,,,,,160.0,,,,,,,,,,,,,
2022_29629,Setúbal,,,196,,200,,,,,200.0,,,,,175.0,,,,,,,,,,
2022_29630,Outro,,,95,,106,,,138.0,,,,78.0,,,,,,,,,,,,,
2022_29631,Coimbra,200.0,185.0,167,163.0,196,,,,,,,,,,,,,,,,,,,,
2022_29632,Porto,,,96,79.0,109,,,,,116.0,,,,,,,,,,,,,,,
2022_29633,Lisboa,165.0,,137,,158,156.0,127.0,,,,,,,,,,,,,,,,,,
2022_29634,Lisboa,,,196,,200,,,200.0,,,,200.0,,,,,,,,,,,,,
2022_29635,Lisboa,188.0,,180,,200,199.0,197.0,,,,,,,,,,,,,,,,,,
2022_29636,Leiria,200.0,,171,,191,174.0,162.0,,,,,,,,,,,,,,,,,,
2022_29637,Setúbal,200.0,,160,,190,184.0,163.0,,,,,,,,,,,,170.0,,,,,,
2022_29638,Outro,177.0,,135,,178,170.0,,,,,,161.0,,,,,,,,,,,,,
2022_29639,Outro,,,165,200.0,188,,,,,158.0,,,,,,,,,,,,,,,
2022_29640,Braga,125.0,111.0,107,97.0,127,,,,,,,,,,,,,,,,,,,,
2022_29641,Outro,181.0,158.0,135,,182,,,,,,156.0,,,,,,,,,,,,,,
2022_29642,Lisboa,107.0,,82,,101,95.0,84.0,,,,,,,,,,,,,,,,,,
2022_29643,Porto,152.0,,139,,154,152.0,136.0,,,,,,,,,,,,,,,,,,
2022_29644,Lisboa,,,131,144.0,152,,,,,147.0,,,,,,,,,,,,,,,
2022_29645,Braga,102.0,116.0,100,86.0,110,,,,,,,,,,,,,,,,,,,,
2022_29646,Braga,126.0,,116,,138,128.0,101.0,,,,,,,,,,,,,,,,,,
2022_29647,Porto,99.0,99.0,82,82.0,101,,,,,,,,,,,,,,,,,,,,
2022_29648,Porto,,,118,,152,,,160.0,,,,128.0,,,,,,,,,,,,,
2022_29649,Porto,161.0,,132,,145,138.0,,,,,,145.0,,,,,,,,,,,,,
2022_29650,Faro,105.0,,95,,107,99.0,,,,,,88.0,,,,,,,,,,,,,
2022_29651,Porto,,,121,,143,,,,,130.0,,,,,128.0,,,,,,,,,,
2022_29652,Outro,,,105,104.0,123,,,,,116.0,,,,,,,,,,,,,,,
2022_29653,Lisboa,167.0,,142,,162,152.0,151.0,,,,,,,,,,,,,,,,,,
2022_29654,Faro,170.0,,135,,158,142.0,133.0,,,,,,,,,,,,,,,,,,
2022_29655,Lisboa,189.0,176.0,145,159.0,182,,,,,,,,,,,,,,,,,,,,
2022_29656,Setúbal,,,110,,155,,,,,112.0,,,,153.0,,,,,,180.0,,,,,
2022_29657,Setúbal,115.0,95.0,108,,121,,,,,,116.0,,,,,,,,,,,,,,
2022_29658,Lisboa,,,85,72.0,104,,,,,106.0,,,,,,,,,,,,,,,
2022_29659,Outro,173.0,145.0,139,,164,,,,,,127.0,,,,,,,,,,,,,,
2022_29660,Porto,61.0,,86,,100,83.0,,,,,,69.0,,,,,,,,,,,,,
2022_29661,Lisboa,95.0,,101,,109,98.0,97.0,,,,,,,,,,,,,,,,,,
2022_29662,Porto,88.0,,91,,100,96.0,76.0,,,,,,,,,,,,,,,,,,
2022_29663,Porto,191.0,,155,,196,188.0,,,,,,200.0,,,,,,,,,,,,,
2022_29664,Outro,83.0,,101,,100,95.0,93.0,,,,,,,,,,,,,,,,,,
2022_29665,Lisboa,135.0,,115,,127,118.0,95.0,,,,,,,,,,,,,,,,,,
2022_29666,Lisboa,135.0,,106,,137,120.0,115.0,,,,,,,,,,,,,,,,,,
2022_29667,Outro,137.0,132.0,115,130.0,145,,,,,,,,,,,,,,,,,,,,
2022_29668,Braga,,,116,,148,,,,,128.0,,,,172.0,,,,,,,,,,,
2022_29669,Lisboa,127.0,125.0,110,,129,,,,,,110.0,,,,,,,,,,,,,,
2022_29670,Lisboa,,,184,,200,,,,,200.0,,,,200.0,,,,,,,,,,,
2022_29671,Leiria,,,117,,148,,,,,122.0,,,,155.0,,,,,,,,,,,
2022_29672,Braga,149.0,136.0,135,131.0,151,,,,,,,,,,,,,,,,,,,,
2022_29673,Lisboa,121.0,,112,,128,119.0,,,,,,106.0,,,,,,,,,,,,,
2022_29674,Lisboa,,,143,,175,,,164.0,,,,165.0,,,,,,,,,,,,,
2022_29675,Setúbal,,,160,,178,,,,,157.0,,,,,189.0,,,,,,,,,,
2022_29676,Leiria,121.0,,96,,114,100.0,,,,,,95.0,,,,,,,,,,,,,
2022_29677,Coimbra,154.0,,130,,148,146.0,133.0,,,,,,,,,,,,,,,,,,
2022_29678,Outro,,,150,,182,,,200.0,,170.0,,,,192.0,,,,,,,,,,,
2022_29679,Lisboa,135.0,,107,,126,104.0,91.0,,,,,,,,,,,,,,,,,,
2022_29680,Leiria,75.0,76.0,86,85.0,100,,,,,,,,,,,,,,,,,,,,
2022_29681,Setúbal,175.0,,134,,161,150.0,141.0,,,,,,,,,,,,,,,,,,
2022_29682,Lisboa,,,100,,141,,,,,120.0,,,,153.0,,,,,,,,,,,
2022_29683,Coimbra,,,106,,126,,,,,116.0,,,,,109.0,,,,,,,,,,
2022_29684,Outro,,,85,,111,,,,,118.0,101.0,,,,,,,,,,,,,,
2022_29685,Lisboa,157.0,131.0,125,,150,,,,,,137.0,,,,,,,,,,,,,,
2022_29686,Lisboa,,,120,,145,,,,,136.0,,,,156.0,,,,,,,,,,,
2022_29687,Porto,,,153,,196,,,,,173.0,,,,,200.0,,,,,,,,,,
2022_29688,Lisboa,148.0,,119,,146,128.0,118.0,,,,,,,,,,,,,,,,,,
2022_29689,Porto,169.0,,159,,177,165.0,145.0,,,,,,,,,,,,,,,,,,
2022_29690,Outro,,,97,,106,,,,,98.0,97.0,,,,,,,,,,,,,,
2022_29691,Setúbal,130.0,,97,,132,121.0,105.0,,,,,,,,,,,,,,,,,,
2022_29692,Setúbal,,,101,89.0,115,,,,,117.0,,,,,,,,,,,,,,,
2022_29693,Braga,102.0,,98,,111,106.0,87.0,,,,,,,,,,,,,,,,,,
2022_29694,Faro,168.0,,136,,166,150.0,165.0,,,,,,,,,,,,,,,,,,
2022_29695,Porto,181.0,,166,,200,180.0,197.0,,,,,,,,,,,,,,,,,,
2022_29696,Outro,126.0,,120,,126,115.0,105.0,,,,,,,,,,,,,,,,,,
2022_29697,Porto,80.0,,99,,105,99.0,73.0,,,,,,,,,,,,,,,,,,
2022_29698,Lisboa,,,145,,170,,,,,156.0,,,,188.0,,,,,,,,,,,
2022_29699,Coimbra,170.0,,123,,161,138.0,144.0,,,,,,,,,,,,,,,,,,
2022_29700,Porto,,,130,129.0,152,,,,,151.0,,,,,,,,,,,,,,,
2022_29701,Lisboa,,,117,,138,,,148.0,,,,130.0,,,,,,,,,,,135.0,,
2022_29702,Setúbal,138.0,,108,,134,131.0,,,,,,95.0,,,,,,,,,,,,,
2022_29703,Outro,157.0,149.0,146,,166,,,,,,137.0,,,,,,,,,,,,,,
2022_29704,Setúbal,195.0,174.0,145,,186,,,,,,152.0,,,,,,,,,,,,,,
2022_29705,Porto,,,108,,128,,,,,126.0,,,,,116.0,,,,,,,,,,
2022_29706,Setúbal,175.0,,141,,182,167.0,196.0,,,,,,,,,,,,,,,,,,
2022_29707,Lisboa,128.0,,107,,122,123.0,96.0,,,,,,,,,,,,,,,,,,
2022_29708,Coimbra,113.0,,105,,121,112.0,111.0,,,,,,,,,,,,,,,,,,
2022_29709,Braga,,,125,,159,,,,,143.0,,,,173.0,,,,,,,,,,,
2022_29710,Lisboa,145.0,,107,,137,130.0,,,,,,119.0,,,,,,,,,,,,,
2022_29711,Lisboa,178.0,,141,,178,167.0,,,,,,176.0,,,,,,,,,,,,,
2022_29712,Lisboa,89.0,,85,,100,60.0,61.0,,,,,,,,,,,,,,,,,,
2022_29713,Porto,163.0,,130,,157,155.0,131.0,,,,,,,,,,,,,,,,,,
2022_29714,Lisboa,148.0,136.0,109,105.0,138,,,,,,,,,,,,,,,,,,,,
2022_29715,Lisboa,145.0,,131,,152,138.0,,,,,,125.0,,,,,,,,,,,,,
2022_29716,Outro,115.0,,115,,127,115.0,,,,,,114.0,,,,,,,,,,,,,
2022_29717,Lisboa,95.0,,98,,108,88.0,88.0,,,,,,,,,,,,,,,,,,
2022_29718,Porto,,,155,,182,,,,,172.0,,,,192.0,,,,,,,,,,,
2022_29719,Lisboa,,,139,,177,,,,,151.0,,,,179.0,,,,,,,,,,,
2022_29720,Outro,161.0,131.0,121,133.0,148,,,,,,,,,,,,,,,,,,,,
2022_29721,Lisboa,,,95,,113,,,119.0,96.0,,,,,,,,,,,,,,,,
2022_29722,Lisboa,163.0,,145,,176,173.0,143.0,,,,,,,,,,,,,,,,,,
2022_29723,Lisboa,195.0,,155,,191,191.0,,,,,,196.0,,,,,,,,,,,,,
2022_29724,Coimbra,,,136,,166,,,,,149.0,,,,175.0,,,,,,,,,,,
2022_29725,Porto,160.0,,136,,160,150.0,131.0,,,,,,,,,,,,,,,,,,
2022_29726,Braga,117.0,,105,,124,116.0,101.0,,,,,,,,,,,,,,,,,,
2022_29727,Outro,126.0,,116,,122,112.0,,,,,,95.0,,,,,,,,,,,,,
2022_29728,Lisboa,,,167,,177,,,,,156.0,,,,,168.0,,,,,,,,,,
2022_29729,Lisboa,175.0,,139,,181,161.0,,,,,,175.0,,,,,,,,,,,,,
2022_29730,Outro,95.0,,77,,100,88.0,,,,,,66.0,,,,,,,,,,,,,
2022_29731,Outro,170.0,,138,,163,146.0,139.0,,,,,,,,,,,,,,,,,,
2022_29732,Lisboa,200.0,,196,,200,199.0,,,,,,200.0,,,,,,,,,,,,,
2022_29733,Porto,116.0,,96,,115,117.0,96.0,,,,,,,,,,,,,,,,,,
2022_29734,Coimbra,180.0,,155,,196,178.0,,,,,,200.0,,,,,,,,,,,,,
2022_29735,Outro,175.0,,151,,180,169.0,157.0,,,,,,,,,,,,,,,,,,
2022_29736,Braga,196.0,,171,,200,199.0,,,,,,200.0,,,,,,,,,,,,,
2022_29737,Lisboa,,,99,,123,,,,,123.0,107.0,,,,,,,,,,,,,,
2022_29738,Outro,,,118,,146,,,156.0,,,,135.0,,,,,,,,,,,,,
2022_29739,Lisboa,,,97,,127,,,,,117.0,102.0,,,,,,,,,,,,,,
2022_29740,Lisboa,173.0,,150,,182,165.0,,,,,,188.0,,,,,,,,,,,,,
2022_29741,Porto,,,167,,199,,,200.0,200.0,,,,,,,,,,,,,,,,
2022_29742,Outro,,,107,,128,,,145.0,,,,97.0,,,,,,,,,,,,,
2022_29743,Outro,175.0,,147,,179,160.0,,,,,,175.0,,,,,,,,,,,,,
2022_29744,Lisboa,,,156,,186,,,200.0,156.0,,,,,,,,,,,,,,,,
2022_29745,Lisboa,84.0,,84,,102,92.0,79.0,,,,,,,,,,,,,,,,,,
2022_29746,Faro,,,120,,146,,,,,124.0,,,,160.0,,,,,,,,,,,
2022_29747,Lisboa,,,159,166.0,170,,,,,162.0,,,,,,,,,,,,,,,
2022_29748,Braga,182.0,154.0,127,146.0,163,,,,,,,,,,,,,,,,,,,,
2022_29749,Porto,200.0,200.0,158,,197,,,,,,158.0,,,,,,,,,,,,,,
2022_29750,Braga,133.0,125.0,128,106.0,135,,,,,,,,,,,,,,,,,,,,
2022_29751,Porto,135.0,,106,,120,116.0,,,,,,86.0,,,,,,,,,,,,,
2022_29752,Lisboa,,,112,,137,,,,,137.0,,,,,136.0,,,,,,,,,,
2022_29753,Braga,,,146,,150,,,,,141.0,135.0,,,,,,,,,,,,,,
2022_29754,Lisboa,,,117,,158,,,160.0,,,,146.0,,,,,,,,,,,,,
2022_29755,Leiria,195.0,,153,,193,190.0,156.0,,,,,,,,,,,,,,,,,,
2022_29756,Coimbra,167.0,,147,,168,150.0,159.0,,,,,,,,,,,,,,,,,,
2022_29757,Outro,200.0,,196,,200,196.0,176.0,,,,,,,,,,,,,,,,,,
2022_29758,Porto,,,110,95.0,125,,,,,122.0,,,,,,,,,,,,,,,
2022_29759,Lisboa,167.0,,130,,165,151.0,,,,,,172.0,,,,,,,,,,,,,
2022_29760,Lisboa,,,111,,140,,,156.0,125.0,,,,,,,,,,,,,,,,
2022_29761,Leiria,132.0,,130,,148,138.0,,,,,,131.0,,,,,,,,,,,,,
2022_29762,Setúbal,,,139,,164,,,,,153.0,156.0,,,,,,,,,,,,,,
2022_29763,Braga,,,97,,125,,,132.0,116.0,,,,,,,,,,,,,,,,
2022_29764,Setúbal,,,71,53.0,100,,,,,94.0,,,,,,,,,,,,,,,
2022_29765,Outro,,,187,,200,,,182.0,,,,200.0,,,,,,,,,,,,,
2022_29766,Outro,176.0,,145,,180,166.0,154.0,,,,,,,,,,,,,,,,,,
2022_29767,Porto,,,72,,100,,,,,95.0,90.0,,,,,,,,,,,,,,
2022_29768,Porto,,,120,,144,,,,,136.0,132.0,,,,,,,,,,,,,,
2022_29769,Faro,,,170,,179,,,,,178.0,160.0,,,,,,,,,,,,,,
2022_29770,Lisboa,,,141,,167,,,,,155.0,155.0,,,,,,,,,,,,,,
2022_29771,Lisboa,113.0,97.0,87,96.0,110,,,,,,,,,,,,,,,,,,,,
2022_29772,Lisboa,,,122,,162,,,,,150.0,,,,175.0,,,,,,,,,,,
2022_29773,Coimbra,129.0,108.0,106,99.0,120,,,,,,,,,,,,,,,,,,,,
2022_29774,Outro,,,153,,180,,,182.0,,,,178.0,,,,,,,,,,,,,
2022_29775,Porto,,,143,,158,,,,,146.0,137.0,,,,,,,,,,,,,,
2022_29776,Lisboa,72.0,,77,,100,84.0,79.0,,,,,,,,,,,,,,,,,,
2022_29777,Lisboa,95.0,82.0,98,89.0,101,,,,,,,,,,,,,,,,,,,,
2022_29778,Porto,151.0,,137,,152,138.0,132.0,,,,,,,,,,,,,,,,,,
2022_29779,Outro,,,127,,152,,,,,132.0,,,,,142.0,,,,,,,,,,
2022_29780,Faro,171.0,163.0,139,146.0,169,,,,,,,,,,,,,,,,,,,,
2022_29781,Outro,95.0,,76,,100,103.0,,,,,,72.0,,,,,,,,,,,,,
2022_29782,Lisboa,142.0,136.0,120,126.0,143,,,,,,,,,,,,,,,,,,,,
2022_29783,Faro,,,151,,196,,,200.0,200.0,,,,,,,,,,,,,,,,
2022_29784,Porto,147.0,123.0,120,114.0,145,,,,,,,,,,,,,,,,,,,,
2022_29785,Braga,147.0,,125,,154,145.0,140.0,,,,,,,,,,,,,,,,,,
2022_29786,Outro,156.0,,145,,158,144.0,152.0,,,,,,,,,,,,,,,,,,
2022_29787,Outro,,,104,,132,,,,,115.0,,,,155.0,,,,,,,,,,,
2022_29788,Braga,,,142,,173,,,170.0,161.0,,,,,,,,,,,,,,,,
2022_29789,Porto,156.0,,139,,161,139.0,155.0,,,,,,,,,,,,,,,,,,
2022_29790,Outro,187.0,,148,,189,184.0,,,,,,195.0,,,,,,,,,,,,,
2022_29791,Outro,137.0,139.0,123,,146,,,,,,125.0,,,,,,,,,,,,,,
2022_29792,Leiria,87.0,,96,,100,79.0,78.0,,,,,,,,,,,,,,,,,,
2022_29793,Faro,132.0,118.0,102,106.0,125,,,,,,,,,,,,,,,,,,,,
2022_29794,Faro,76.0,,76,,100,85.0,90.0,,,,,,,,,,,,,,,,,,
2022_29795,Lisboa,162.0,,148,,170,168.0,158.0,,,,,,,,,,,,,,,,,,
2022_29796,Porto,191.0,,155,,186,176.0,151.0,,,,,,,,,,,,,,,,,,
2022_29797,Porto,170.0,,145,,179,170.0,176.0,,,,,,,,,,,,,,,,,,
2022_29798,Outro,158.0,,125,,151,149.0,121.0,,,,,,,,,,,,,,,,,,
2022_29799,Porto,161.0,,138,,172,149.0,,,,,,181.0,,,,,,,,,,,,,
2022_29800,Coimbra,,,150,134.0,161,,,,,148.0,,,,,,,,,,,,,,,
2022_29801,Coimbra,,,89,,114,,,,,113.0,,,,,100.0,,,,,,,,,,
2022_29802,Lisboa,,,149,,173,,,,,168.0,156.0,,,,,,,,,,,,,,
2022_29803,Outro,,,138,,165,,,173.0,147.0,,,,,,,,,,,,,,,,
2022_29804,Lisboa,,,100,,132,,,,,124.0,,,,142.0,,,,,,,,,,,
2022_29805,Coimbra,,,132,,154,,,,,152.0,138.0,,,,,,,,,,,,,,
2022_29806,Leiria,,,128,,155,,,,,132.0,,,,171.0,,,,,,,,,,,
2022_29807,Faro,126.0,,110,,128,111.0,100.0,,,,,,,,,,,,,,,,,,
2022_29808,Porto,182.0,,144,,172,162.0,162.0,,,,,,,,,,,,,,,,,,
2022_29809,Outro,,,159,,175,,,,,155.0,,,,,166.0,,,,,,,,,,
2022_29810,Lisboa,,,96,,118,,,,,120.0,111.0,,,,,,,,,,,,,,
2022_29811,Porto,162.0,,135,,168,168.0,146.0,,,,,,,,,,,,,,,,,,
2022_29812,Coimbra,,,155,161.0,175,,,,,172.0,,,,,,,,,,,,,,,
2022_29813,Porto,171.0,161.0,149,158.0,168,,,,,,,,,,,,,,,,,,,,
2022_29814,Lisboa,190.0,,158,,183,163.0,,,,,,173.0,,,,,,,,,,,,,
2022_29815,Porto,165.0,156.0,125,139.0,162,,,,,,,,,,,,,,,,,,,,
2022_29816,Porto,191.0,,158,,190,178.0,,,,,,155.0,,,,,,,,,,,,,
2022_29817,Lisboa,54.0,,87,,100,72.0,76.0,,,,,,,,,,,,,,,,,,
2022_29818,Leiria,162.0,,152,,163,173.0,145.0,,,,,,,,,,,,,,,,,,
2022_29819,Setúbal,186.0,,145,,183,171.0,162.0,,,,,,,,,,,,,,,,,,
2022_29820,Lisboa,,,153,161.0,166,,,,,159.0,,,,,,,,,,,,,,,
2022_29821,Lisboa,198.0,189.0,158,160.0,188,,,,,,,,,,,,,,,,,,,,
2022_29822,Outro,,,106,,121,,,,,106.0,,,,,117.0,,,,,,,,,,
2022_29823,Lisboa,192.0,,196,,192,177.0,153.0,,,,,,,,,,,,,,,,,,
2022_29824,Leiria,,,158,,197,,,,,190.0,,,,,200.0,,,,,,,,,,
2022_29825,Porto,147.0,,130,,157,150.0,129.0,,,,,,,,,,,,,,,,,,
2022_29826,Outro,85.0,,85,,100,90.0,66.0,,,,,,,,,,,,,,,,,,
2022_29827,Outro,,,170,,197,,,,,200.0,,,,,182.0,195.0,,,,,,,,,
2022_29828,Porto,149.0,,125,,145,123.0,,,,,,140.0,,,,,,,,,,,,,
2022_29829,Outro,85.0,,102,,120,112.0,,,,,,95.0,,,,,,,,,,,,,
2022_29830,Braga,196.0,,169,,200,177.0,185.0,,,,,,,,,,,,,,,,,,
2022_29831,Porto,97.0,95.0,106,,112,,,,,,114.0,,,,,,,,,,,,,,
2022_29832,Porto,,,154,,165,,,,,158.0,,,,,161.0,,,,,,,,,,
2022_29833,Porto,,,135,,174,,,176.0,,,,167.0,,,,,,,,,,,,,
2022_29834,Lisboa,,,126,,163,,,,,147.0,,,,168.0,,,,,,,,,,,
2022_29835,Braga,129.0,116.0,117,,134,,,,,,120.0,,,,,,,,,,,,,,
2022_29836,Lisboa,116.0,,117,,129,128.0,98.0,,,,,,,,,,,,,,,,,,
2022_29837,Lisboa,199.0,,168,,200,199.0,188.0,,,,,,,,,,,,,,,,,,
2022_29838,Braga,,,161,,183,,,,,182.0,,,,180.0,,,,,,,,,,,
2022_29839,Lisboa,185.0,,187,,194,170.0,172.0,,,,,,,,,,,,,,,,,,
2022_29840,Outro,,,111,125.0,140,,,,,130.0,,,,,,,,,,,,,,,
2022_29841,Outro,,,196,,175,,,,,159.0,148.0,,,,,,,,,,,,,,
2022_29842,Outro,198.0,,157,,194,181.0,178.0,,,,,,,,,,,,,,,,,,
2022_29843,Lisboa,,,115,,130,,,,,126.0,116.0,,,,,,,,,,,,,,
2022_29844,Outro,57.0,,77,,100,60.0,61.0,,96.0,,,,,,,,,,,,,,,,
2022_29845,Setúbal,,,196,,200,,,200.0,167.0,,,,,,,,,,,,,,,,
2022_29846,Lisboa,96.0,,85,,100,74.0,75.0,,,,,,,,,,,,,,,,,,
2022_29847,Outro,,,139,138.0,148,,,,,136.0,,,,,,,,,,,,,,,
2022_29848,Lisboa,129.0,,108,,132,134.0,,,,,,99.0,,,,,,,,,,,,,
2022_29849,Lisboa,,,185,,200,,,,,200.0,,,,190.0,,,,,,,,,,,
2022_29850,Outro,112.0,112.0,101,102.0,127,,,,,,,,,,,,,,,,,,,,
2022_29851,Porto,,,97,,114,,,130.0,,,,85.0,,,,,,,,,,,,,
2022_29852,Coimbra,,,128,,153,,,,,140.0,143.0,,,,,,,,,,,,,,
2022_29853,Outro,166.0,,141,,168,156.0,,,,,,161.0,,,,,,,,,,,,,
2022_29854,Porto,,,100,,136,,,140.0,112.0,,,,,,,,,,,,,,,,
2022_29855,Porto,,,158,,173,,,,,169.0,138.0,,,,,,,,,,,,,,
2022_29856,Setúbal,100.0,,83,,101,93.0,80.0,,,,,,,,,,,,,,,,,,
2022_29857,Braga,192.0,165.0,153,,189,,,,,,166.0,,,,,,,,,,,,,,
2022_29858,Setúbal,95.0,98.0,100,80.0,107,,,,,,,,,,,,,,,,,,,,
2022_29859,Leiria,199.0,,139,,189,188.0,,,,,,166.0,,,,,,,,,,,,,
2022_29860,Braga,102.0,,86,,104,103.0,,,,,,61.0,,,,,,,,,,,,,
2022_29861,Outro,119.0,,111,,131,120.0,106.0,,,,,,,,,,,,,,,,,,
2022_29862,Lisboa,,,196,,189,,,,,191.0,148.0,,,,,,,,,,,,,,
