Aluno_ID,Distrito,Desenho_A,Portugues,Geometria_Descritiva_A,Nota_Interna,Matematica_A,Biologia_Geologia,Fisica_Quimica_A,Historia_A,Ingles,Economia_A,MACS,Literatura_Portuguesa,Geografia_A,HCA,Portugues_L2,Historia_B,Espanhol_Continuacao,Filosofia,Latim_A,Espanhol_Iniciacao,Frances,Alemao,Portugues_LNM,Mandarim_Iniciacao,Matematica_B
2021_34248,Lisboa,,126,,140,122.0,126.0,102.0,,,,,,,,,,,,,,,,,,
2021_34249,Setúbal,,127,,138,,,,145.0,,,,112.0,,,,,,,,,,,,,
2021_34250,Outro,,149,,158,,,,150.0,,,,,128.0,,,,,,,,,,,,
2021_34251,Porto,152.0,130,,154,,,,,,,,,,138.0,,,,,,,,,,,
2021_34252,Outro,,198,,190,,,,176.0,,,,,186.0,,,,,,,,,,,,
2021_34253,Braga,,135,,152,149.0,140.0,110.0,,,,,,,,,,,,,159.0,,,,,
2021_34254,Outro,,136,,161,,,,151.0,,,,,127.0,,,,,,,,,,,,
2021_34255,Lisboa,,148,177.0,171,137.0,,139.0,,,,,,,,,,,,,,,192.0,,,
2021_34256,Lisboa,,140,,164,,,,148.0,183.0,,,,,,,,,,,,,,,,
2021_34257,Lisboa,111.0,102,113.0,119,,,,,,,,,,,,,,,,,,,,,
2021_34258,Outro,,198,,200,185.0,185.0,200.0,,,,,,,,,,,,,,,,,,
2021_34259,Outro,,120,,134,,,,130.0,,119.0,,,115.0,,,,,,,,,,,,
2021_34260,Faro,,146,,170,,,,158.0,,,146.0,,,,,,,,,,,,,,
2021_34261,Lisboa,,127,,135,138.0,140.0,97.0,,,,,,,,,,,,,,,,,,
2021_34262,Lisboa,,158,,183,191.0,168.0,155.0,,,,,,,,,,,,,,,,,,
2021_34263,Leiria,137.0,128,,144,,,,,,,,,,137.0,,,,,,,,,,,
2021_34264,Faro,,166,,193,172.0,,,,,197.0,,,186.0,,,,,,,,,,,,
2021_34265,Lisboa,176.0,155,,180,,,,,,,,,,158.0,,,,,,,,,,,
2021_34266,Coimbra,,155,,159,147.0,,,,,156.0,,,127.0,,,,,,,,,,,,
2021_34267,Lisboa,,175,,200,200.0,162.0,186.0,,,,,,,,,,,,,,,,,,
2021_34268,Braga,,136,,158,,,,142.0,171.0,,,,,,,,,,,,,,,,
2021_34269,Lisboa,,146,,158,,,,141.0,,,153.0,,,,,,,,,,,,,,
2021_34270,Faro,,198,,200,,,,167.0,,,200.0,,,,,,,,,,,,,,
2021_34271,Porto,,145,,164,157.0,154.0,136.0,,,,,,,,,,,,,,,,,,
2021_34272,Lisboa,,153,,148,139.0,139.0,118.0,,,,,,,,,,,,,,,,,,
2021_34273,Faro,,146,,153,130.0,143.0,123.0,,,,,,,,,,,,,,,,,,
2021_34274,Coimbra,,119,,117,77.0,122.0,88.0,,,,,,,,,,,,,,,,,,
2021_34275,Outro,,90,,106,,,,114.0,,,,62.0,,,,,,,,,,,,,
2021_34276,Braga,,156,,187,,,,170.0,182.0,,,,,,,,,,,,,,,,
2021_34277,Lisboa,,173,,170,158.0,,,,,157.0,,,140.0,,,,,,,,,,,,
2021_34278,Outro,,170,,180,,,,160.0,,,164.0,,,,,,,,,,,,,,
2021_34279,Lisboa,,115,,128,102.0,121.0,87.0,,,,,,,,,,,,,,,,,,
2021_34280,Outro,,157,,179,,,,170.0,,,171.0,,,,,,,,,,,,,,
2021_34281,Lisboa,200.0,191,,200,,,,,,,,,,161.0,,,,,,,,,,,
2021_34282,Porto,,161,,172,,,,172.0,,,,,134.0,,,,,,,,,,,,
2021_34283,Setúbal,,120,,119,89.0,,,,,111.0,,,106.0,,,,,,,,,,,,
2021_34284,Setúbal,,106,,100,85.0,102.0,64.0,,,,,,,,,,,,,,,,,,
2021_34285,Lisboa,,179,,194,175.0,169.0,200.0,,,,,,,,,,,,,,,,,,
2021_34286,Braga,,118,,129,,,,124.0,,,,107.0,,,,,,,,,,,,,
2021_34287,Lisboa,,116,130.0,115,85.0,,81.0,,,,,,,,,,,,,,,,,,
2021_34288,Braga,,129,,157,,,,139.0,162.0,,,,,,,,,,,,,,,,
2021_34289,Leiria,,153,,165,,,,155.0,,,,,136.0,,,,,,,,,,,,
2021_34290,Lisboa,,150,,163,153.0,,,,,162.0,,139.0,129.0,,,,,,,,,,,,
2021_34291,Outro,,192,,195,186.0,159.0,168.0,,,,,,,,,,,,,,,,,,
2021_34292,Outro,,146,,172,,,,148.0,177.0,,,,,,,,,,,,,,,,
2021_34293,Braga,,123,,133,,,,141.0,,,109.0,,,,,,,,,,,,,,
2021_34294,Outro,,198,,200,200.0,195.0,179.0,,,,,,,,,,,,,,,,,,
2021_34295,Lisboa,,110,131.0,117,80.0,,95.0,,,,,,,,,,,,,,,,,,
2021_34296,Setúbal,,146,,151,,,,138.0,,,,126.0,,,,,,,,,,,,,
2021_34297,Porto,177.0,169,193.0,195,,,,,,,,,,,,,,,,,,,,,
2021_34298,Faro,,125,,129,98.0,115.0,96.0,,,,,,,,,,,,,,,,,,
2021_34299,Outro,185.0,151,198.0,190,,,,,,,,,,,,,,,,,,,,,
2021_34300,Porto,,175,,179,,,,157.0,,,,,155.0,,,,,,,,,,,,
2021_34301,Setúbal,,127,,161,,,,136.0,167.0,,,,,,,,,,,,,,,,
2021_34302,Porto,,181,,194,,,,198.0,,,172.0,,,,,,,,,,,,,,
2021_34303,Lisboa,,146,,160,160.0,142.0,138.0,,,,,,,,,,,,,,,,,,
2021_34304,Outro,,127,,137,119.0,,,,,120.0,128.0,,,,,,,,,,,,,,
2021_34305,Lisboa,,198,,187,200.0,,,,,178.0,,,135.0,,,,,,,,,,,,
2021_34306,Outro,,126,,135,,,,137.0,,,,,106.0,,,,,,,,,,,,
2021_34307,Outro,,146,,172,,,,152.0,176.0,,,,,,,,,,,,,,,,
2021_34308,Porto,,143,,156,151.0,148.0,121.0,,,,,,,,,,,,,,,,,,
2021_34309,Outro,,137,,147,130.0,140.0,112.0,,,,,,,,,,,,,,,,,,
2021_34310,Setúbal,,158,,165,,,,149.0,,,153.0,,,,,,,,,,,,,,
2021_34311,Faro,,172,,186,,,,198.0,,,185.0,,139.0,,,,,,,,,,,,
2021_34312,Faro,,172,,200,187.0,,,,,185.0,200.0,,,,,,,,,,,,,,
2021_34313,Braga,,156,,184,195.0,163.0,150.0,,,,,,,,,,,,,,,,,,
2021_34314,Braga,,170,,188,,,,161.0,184.0,,,,,,,,,,,,,,,,
2021_34315,Outro,,142,,140,138.0,135.0,116.0,,,,,,,,,,,,,,,,,,
2021_34316,Outro,,179,,200,200.0,,,,,188.0,199.0,,,,,,,,,,,,,,
2021_34317,Coimbra,,166,,190,173.0,,,,,165.0,169.0,,,,,,,,,,,,,,
2021_34318,Braga,,140,,157,,,,157.0,,,,,136.0,,,,,,,,,,,,
2021_34319,Setúbal,,155,,153,,,,145.0,,,,130.0,,,,,,,,,,,,,
2021_34320,Lisboa,166.0,146,,173,,,,,,,,,,169.0,,,,,,,,,,,
2021_34321,Lisboa,,131,162.0,152,141.0,,125.0,,,,,,,,,,,,,,,,,,
2021_34322,Porto,,138,,145,129.0,151.0,113.0,,,,,,,,,,,,,,,,,,
2021_34323,Outro,,127,,143,123.0,,,,,140.0,,,111.0,,,,,,,,,,,,
2021_34324,Lisboa,155.0,151,175.0,171,,,,,,,,,,,,,,,,,,,,,
2021_34325,Lisboa,,130,,153,130.0,,,,,151.0,142.0,,,,,,,,,,,,,,
2021_34326,Outro,,145,,153,140.0,148.0,120.0,,,,,,,,,,,,,,,,,,
2021_34327,Lisboa,,145,,167,,,,138.0,172.0,,,,,,,,,,,,,,,,
2021_34328,Braga,,182,,199,192.0,181.0,175.0,,,,,,,,,,,,,,,,,,
2021_34329,Lisboa,,182,,183,,,,162.0,,,,,136.0,,,,,,,,,,,,
2021_34330,Lisboa,,179,,186,178.0,,,,,200.0,,,143.0,,175.0,,,,,,,,,,
2021_34331,Coimbra,,137,,148,151.0,143.0,115.0,,,,,,,,,,,,,,,,,,
2021_34332,Leiria,154.0,135,157.0,163,,,,145.0,,,,,,,,,,,,,,,,,
2021_34333,Lisboa,,141,,159,150.0,153.0,130.0,,,,,,,,,,,,,,,,,,
2021_34334,Lisboa,,151,,174,,,,156.0,187.0,,,,,,,,,,,,,,,,
2021_34335,Outro,,171,,178,187.0,157.0,143.0,,,,,,,,,,,,,,,,,,
2021_34336,Porto,,105,,118,,,,116.0,,,64.0,,,,,,,,,,,,,,
2021_34337,Leiria,,171,,160,151.0,,,,,155.0,,,132.0,,,,,,,,,,,,
2021_34338,Lisboa,,170,,182,162.0,159.0,170.0,,,,,,,,,,,,,,,,,,
2021_34339,Lisboa,,120,,128,133.0,119.0,90.0,,,,,,,,,,,,,,,,,,
2021_34340,Coimbra,,121,,139,,,,135.0,,,107.0,,,,,,,,,,,,,,
2021_34341,Porto,,139,,153,166.0,,,,,147.0,,,118.0,,,,,,,,,,,,
2021_34342,Setúbal,,119,,128,,,,134.0,,,,,108.0,,,,,,,,,,,,
2021_34343,Outro,,136,,152,,,,145.0,,,,121.0,,,,,,,,,,,,,
2021_34344,Faro,,161,,172,171.0,155.0,146.0,,,,,,,,,,,,,,,,,,
2021_34345,Outro,,160,,166,160.0,,,,,171.0,,,125.0,,,,,,,,,,,,
2021_34346,Coimbra,,112,,122,89.0,,,,,119.0,,,97.0,,,,,,,,,,,,
2021_34347,Outro,,159,,180,,,,156.0,180.0,,,,,,,,,,,,,,,,
2021_34348,Outro,129.0,125,145.0,153,,,,,,,,,,,,,,,,,,,,,
2021_34349,Coimbra,,148,,146,141.0,138.0,113.0,,,,,,,,,,,,,,,,,,
2021_34350,Coimbra,,99,,110,95.0,101.0,77.0,,,,,,,,,,,,,,,,,,
2021_34351,Leiria,,149,,154,,,,153.0,,,,,130.0,,,,,,,,,,,,
2021_34352,Outro,,115,,132,,,,123.0,,,,98.0,,,,,,,,,,,,,
2021_34353,Outro,,135,149.0,140,116.0,,102.0,,,,,,,,,,,,,,,,,,
2021_34354,Faro,,169,,190,190.0,168.0,200.0,,,,,,,,,,,,,,,,,,
2021_34355,Outro,,105,,110,98.0,109.0,74.0,,,,,,,,,,,,,,,,,,
2021_34356,Outro,,166,200.0,199,191.0,,178.0,,,,,,,,,,,,,,,,,,
2021_34357,Outro,,92,,100,67.0,,,,,85.0,76.0,,,,,,,,,,,,,,
2021_34358,Lisboa,,112,,138,,,,125.0,150.0,,,,,,,,,,,,,,,,
2021_34359,Porto,,147,167.0,158,139.0,,131.0,,,,,,,,,,,,,,,,,,
2021_34360,Setúbal,200.0,165,200.0,200,,,,,,,,,,,,,,,,,,,,,
2021_34361,Lisboa,,148,,169,,,,150.0,167.0,,,,,,,,,,,,,,,,
2021_34362,Faro,,106,79.0,103,89.0,,73.0,,,,,,,,,,,,,,,,,,
2021_34363,Porto,,133,,172,,,,152.0,173.0,,,,,,,,,,,169.0,,,,,
2021_34364,Lisboa,172.0,155,191.0,182,,,,,,,,,,,,,,,,,,,,,
2021_34365,Lisboa,,171,,199,191.0,195.0,195.0,,,,,,,,,,,,,,,,,,
2021_34366,Braga,,154,,180,161.0,175.0,132.0,,,,,,,,,,,,,,,,,,
2021_34367,Lisboa,,79,,100,36.0,,,,,87.0,61.0,,,,,,,,,,,,,,
2021_34368,Braga,,147,,160,152.0,,,,,146.0,,,128.0,,,,,,,,,,,,
2021_34369,Faro,,100,103.0,103,70.0,,63.0,,,,,,,,,,,,,,,,,,
2021_34370,Coimbra,,127,,138,117.0,146.0,105.0,,,,,,,,,,,,,,,,,,
2021_34371,Leiria,,158,,173,179.0,146.0,148.0,,,,,,,,,,,,,,,,,,
2021_34372,Outro,,125,,136,,,,141.0,,,,,108.0,,,,,,,,,,,,
2021_34373,Porto,,135,137.0,130,119.0,,95.0,,,,,,,,,,,,,,,,,,
2021_34374,Leiria,,138,,142,135.0,136.0,127.0,,,,,,,,,,,,,,,,,,
2021_34375,Setúbal,,119,,137,,,,137.0,,,,,119.0,,,,,,,,,,,,
2021_34376,Porto,,135,177.0,167,149.0,,138.0,,,,,,,,,,,,,,,,,,
2021_34377,Lisboa,,146,,157,158.0,147.0,146.0,,,,,,,,,,,,,,,,,,
2021_34378,Lisboa,,131,,143,140.0,,,,,139.0,,,109.0,,,,,,,,,,,,
2021_34379,Leiria,,155,,185,192.0,163.0,168.0,,,,,,,,,,,,,,,,,,
2021_34380,Lisboa,153.0,137,165.0,165,,,,,,,,,,,,,,,,,,,,,
2021_34381,Lisboa,,160,,179,,,,165.0,,,158.0,,,,,,,,,,,,,,
2021_34382,Outro,,126,,124,96.0,109.0,78.0,,,,,,,,,,,,,,,,,,
2021_34383,Coimbra,,136,,142,,,,132.0,,,,,112.0,,,,,,,,,,,,
2021_34384,Lisboa,,67,,100,50.0,,,,,70.0,,,76.0,,,,,,,,,,,,
2021_34385,Braga,,122,,131,128.0,135.0,88.0,,,,,,,,,,,,,,,,,,
2021_34386,Lisboa,,181,,183,159.0,179.0,155.0,,,,,,,,,,,,,,,,,,
2021_34387,Outro,,158,,177,,,,161.0,,,180.0,,,,,,,,,,,,,,
2021_34388,Outro,,142,,150,,,,138.0,,,140.0,,,,,,,,,,,,,,
2021_34389,Faro,,148,,181,172.0,,,,,175.0,171.0,,,,,,,,,,,,,,
2021_34390,Braga,,141,,152,130.0,152.0,127.0,,,,,,,,,,,,,,,,,,
2021_34391,Faro,,161,,186,195.0,171.0,164.0,,,,,,,,,,,,,,,,,,
2021_34392,Lisboa,,101,,116,,,,118.0,,,87.0,,,,,,,,,,,,,,
2021_34393,Outro,,139,,153,146.0,159.0,125.0,,,,,,,,,,,,,,,,,,
2021_34394,Setúbal,,150,,174,158.0,150.0,150.0,,,,,,,,,,,,,,,,,,
2021_34395,Lisboa,,145,,144,135.0,132.0,126.0,,,,,,,,,,,,,,,,,,
2021_34396,Setúbal,,150,,166,,,,157.0,,,145.0,,,,,,,,,,,,,,
2021_34397,Lisboa,,185,,199,197.0,176.0,175.0,,,,,,,,,,,,,,,,,,
2021_34398,Porto,,78,,100,55.0,,,,,66.0,38.0,,,,,,,,,,,,,,
2021_34399,Braga,,126,,139,,,,134.0,,,,,119.0,,,,,,,,,,,,
2021_34400,Outro,,155,,173,175.0,173.0,130.0,,,,,,,,,,,,,,,,,,
2021_34401,Braga,,112,,155,,,,130.0,155.0,,,,,,,,,,,,,,,,
2021_34402,Lisboa,,165,,186,177.0,167.0,170.0,,,,,,,,,,,,,,,,,,
2021_34403,Braga,,123,,127,,,,126.0,,,108.0,,,,,,,,,,,,,,
2021_34404,Leiria,,127,,135,111.0,125.0,114.0,,,,,,,,,,,,,,,,,,
2021_34405,Braga,,114,111.0,120,115.0,,91.0,,,,,,,,,,,,,,,,,,
2021_34406,Outro,,151,,168,,,,160.0,,,,,140.0,,,,,,,,,,,,
2021_34407,Braga,,137,187.0,163,159.0,,119.0,,,,,,,,,,,,,,,,,,
2021_34408,Lisboa,,80,,100,72.0,,,,,77.0,,,80.0,,,,,,,,,,,,
2021_34409,Coimbra,,128,,140,125.0,136.0,107.0,,,,,,,,,,,,,,,,,,
2021_34410,Outro,,165,,180,,,,158.0,,,175.0,,,,,,,,,,,,,,
2021_34411,Porto,,195,,184,178.0,192.0,148.0,,,,,,,,,,,,,,,,,,
2021_34412,Setúbal,,142,,143,,,,152.0,,,,,117.0,,,,,,,,,,,,
2021_34413,Outro,,162,,177,,,,185.0,,,,,136.0,,,,,,,,,,,,
2021_34414,Outro,173.0,156,,184,,,,,,,,,,177.0,,,,,,,,,,,
2021_34415,Braga,,102,75.0,100,66.0,,56.0,,,,,,,,,,,,,,,,,,
2021_34416,Lisboa,,137,,126,109.0,119.0,98.0,,,,,,,,,,,,,,,,,,
2021_34417,Outro,,108,,148,,,,125.0,157.0,,,,,,,,,,,,,,,,
2021_34418,Leiria,,112,,121,107.0,118.0,83.0,,,,,,,,,,,,,,,,,,
2021_34419,Outro,,62,,107,,,,107.0,106.0,,,,,,,,,,,,,,,,
2021_34420,Leiria,,137,,148,157.0,,,,,138.0,,,119.0,,,,,,,,,,,,
2021_34421,Outro,,150,,177,,,,156.0,189.0,,,,,,,,,,,,,,,,
2021_34422,Lisboa,,132,,147,129.0,,,,,136.0,,,117.0,,,,,,,,,,,,
2021_34423,Porto,,145,,154,141.0,161.0,141.0,,,,,,,,,,,,,,,,,,
2021_34424,Porto,,106,,102,,,,110.0,,,,62.0,,,,,,,,,,,,,
2021_34425,Outro,,155,,159,,,,156.0,,,,,121.0,,,,,,,,,,,,
2021_34426,Porto,,198,,194,195.0,167.0,180.0,,,,,,,,,,,,,,,,,,
2021_34427,Outro,,140,,153,146.0,,,,,155.0,,,123.0,,,,,,,,,,,,
2021_34428,Lisboa,,116,95.0,115,83.0,,73.0,,,,,,,,,,,,,,,,,,
2021_34429,Leiria,,188,,183,173.0,159.0,159.0,,,,,,,,,,,,,,,,,,
2021_34430,Braga,,126,,115,103.0,109.0,94.0,,,,,,,,,,,,,,,,,,
2021_34431,Outro,160.0,126,165.0,160,,,,,,135.0,,,,,,,,,,,,,,,
2021_34432,Leiria,,116,,126,113.0,130.0,106.0,,,,,,,,,,,,,,,,,,
2021_34433,Coimbra,,132,,140,,,,135.0,,,,,117.0,,,,,,,,,,,,
2021_34434,Outro,,125,,141,,,,140.0,,,,,109.0,,,,,,,,157.0,,,,
2021_34435,Lisboa,,127,,137,132.0,125.0,96.0,,,,,,,,,,,,,,,,,,
2021_34436,Lisboa,183.0,151,200.0,193,,,,,,,,,,,,,,,,,,,,,
2021_34437,Leiria,,146,,164,158.0,151.0,151.0,,,,,,,,,,,,,,,,,,
2021_34438,Faro,,152,,173,165.0,162.0,150.0,,,,,,,,,,,,,,,,,,
2021_34439,Lisboa,,143,187.0,165,138.0,,120.0,,,,,,,,,,,,,,,,,,
2021_34440,Faro,,195,,200,,,,170.0,190.0,,,,,,,,,,,,,,,,
2021_34441,Lisboa,,135,,145,,,,136.0,,,,,119.0,,,,,,,,,,,,
2021_34442,Braga,,100,,109,85.0,109.0,85.0,,,,,,,,,,,,,,,,,,
2021_34443,Faro,,117,,151,,,,132.0,148.0,,,,,,,,,,,,,,,,
2021_34444,Lisboa,,128,,141,118.0,,,,,136.0,110.0,,,,,,,,,,,,,,
2021_34445,Setúbal,,171,,174,,,,158.0,,,164.0,,,,,,,,,,,,,,
2021_34446,Lisboa,,159,200.0,199,200.0,,190.0,,,,,,,,,,,,,,,,,,
2021_34447,Setúbal,,112,,145,,,,113.0,150.0,,,,,,,,,,,,,,,,
2021_34448,Braga,,122,,115,79.0,,,,,125.0,88.0,,,,,,,,,,,,,,
2021_34449,Porto,,160,,160,,,,148.0,,,,140.0,,,,,,,,,,,,,
2021_34450,Outro,,151,185.0,174,169.0,,130.0,,,,,,,,,,,,,,,,,,
2021_34451,Outro,,106,,123,,,,116.0,,,,,96.0,,,,,,,,,,,,
2021_34452,Outro,,167,,178,165.0,169.0,161.0,,,,,,,,,,,,,,,,,,
2021_34453,Porto,,176,197.0,190,175.0,,172.0,,,,,,,,,,,,,,,,,,
2021_34454,Lisboa,,126,,133,119.0,,,132.0,,,,96.0,,,,,,,,,,,,,
2021_34455,Faro,,135,,137,121.0,136.0,125.0,,,,,,,,,,,,,,,,,,
2021_34456,Outro,,146,,157,,,,143.0,,,141.0,,,,,,,,,,,,,,
2021_34457,Porto,,153,,173,,,,146.0,176.0,,,,,,,,,,,,,,,,
2021_34458,Lisboa,,185,200.0,200,196.0,,200.0,,,,,,,,,,,,,,,,,,
2021_34459,Porto,,198,200.0,200,197.0,,158.0,,,,,,,,,,,,,,,,,,
2021_34460,Setúbal,,107,,117,70.0,,,,,106.0,,,106.0,,,,,,,124.0,,,,,
2021_34461,Porto,,127,147.0,140,128.0,,98.0,,,,,,,,,,,,,,,,,,
2021_34462,Outro,,120,,117,82.0,,,,,118.0,99.0,,,,,,,,,,,,,,
2021_34463,Outro,179.0,170,200.0,184,,,,,,,,162.0,,,,,,,,,,,,,
2021_34464,Porto,,149,,159,,,,149.0,,,152.0,,,,,,,,,,,,,,
2021_34465,Outro,156.0,155,173.0,174,,,,,,,,,,,,,,,,,,,,,
2021_34466,Outro,,105,,127,,,,118.0,,,,98.0,,,,,,,,,,,,,
2021_34467,Outro,,105,,100,74.0,100.0,77.0,,,,,,,,,,,,,,,,,,
2021_34468,Lisboa,,170,,187,,,,187.0,,,,168.0,,,,,,,,,,,,,
2021_34469,Faro,,185,,191,191.0,167.0,198.0,,,,,,,,,,,,,,,,,,
2021_34470,Porto,,166,197.0,200,197.0,,175.0,,,,,,,,,,,,,,,,,,
2021_34471,Setúbal,,186,,194,200.0,162.0,163.0,,,,,,,,,,,,,,,,,,
2021_34472,Faro,,125,,139,116.0,132.0,96.0,,,,,,,,,,,,,,,,,,
2021_34473,Outro,,165,,178,,,,147.0,185.0,,,,,,,,,,,,,,,,
2021_34474,Lisboa,,137,,156,,,,144.0,,,145.0,,,,,,,,,,,,,,
2021_34475,Porto,,150,,165,165.0,,,,,155.0,136.0,,,,,,,,,,,,,,
2021_34476,Setúbal,,176,,176,,,,152.0,186.0,,,,,,,,,,,,,,,,
2021_34477,Lisboa,,198,,199,182.0,,,,,175.0,,,186.0,,,,,,,,,,,,
2021_34478,Lisboa,,87,,100,60.0,,,,,87.0,64.0,,,,,,,,,,,,,,
2021_34479,Setúbal,,139,,151,135.0,145.0,130.0,,,,,,,,,,,,,,,,,,
2021_34480,Porto,,146,,160,149.0,,,,,151.0,158.0,,,,,,,,,,,,,,
2021_34481,Porto,,176,,196,200.0,186.0,189.0,,,,,,186.0,,,,,,,,,,,,
2021_34482,Porto,,101,,138,,,,115.0,151.0,,,,,,,,,,,,,,,,
2021_34483,Outro,,190,,179,160.0,,,,,161.0,,,153.0,,,,,,,,,,,,
2021_34484,Outro,,160,,189,185.0,195.0,158.0,,,,,,,,,,,,,,,,,,
2021_34485,Braga,,110,,128,107.0,,,,,125.0,,,105.0,,,,,,,,,,,,
2021_34486,Porto,,125,,148,139.0,135.0,112.0,,,,,,,,,,,,,,166.0,,,,
2021_34487,Braga,,155,173.0,166,145.0,,140.0,,,,,,,,,,,,,,,,,,
2021_34488,Lisboa,,170,,175,,,,166.0,,,,150.0,,,,,,,,,,,,,
2021_34489,Porto,,138,,159,146.0,155.0,135.0,,,,,,,,,,,,,,,,,,
2021_34490,Outro,,111,,111,75.0,94.0,86.0,,,,,,,,,,,,,,,,,,
2021_34491,Outro,,198,,196,,,,164.0,,,,,166.0,,,,,,,,,,,,
2021_34492,Lisboa,,175,,175,,,,168.0,,,,,146.0,,,,,,,,,,,,
2021_34493,Braga,,174,,176,180.0,,,,,172.0,,,141.0,,,,,,,,,,,,
2021_34494,Lisboa,,172,,181,,,,172.0,,,,156.0,,,,,,,,,,,,,
2021_34495,Outro,,188,,187,168.0,168.0,180.0,,,,,,,,,,,,,,,,,,
2021_34496,Lisboa,,137,,161,,,,136.0,175.0,,,,,,,,,,,,,,,,
2021_34497,Lisboa,,129,175.0,158,141.0,,110.0,,,,,,,,,,,,,,,,,,
2021_34498,Setúbal,,178,,186,,,,168.0,,,,166.0,,,,,,,,,,,,,
2021_34499,Lisboa,,159,,172,152.0,151.0,165.0,,,,,,,,,,,,,,,,,,
2021_34500,Lisboa,,141,,156,156.0,150.0,136.0,,,157.0,,,,,,,,,,,,,,,
2021_34501,Lisboa,,156,,184,166.0,163.0,168.0,,,,,,,,,,,,,,,,,188.0,
2021_34502,Porto,,136,,165,,,,143.0,175.0,,,,,,,,,,,,,,,,
2021_34503,Outro,157.0,130,142.0,159,,,,,,,,,,,,,,,,,,,,,
2021_34504,Coimbra,200.0,169,,189,,,,,,,,,,177.0,,,,,,,,,,,
2021_34505,Setúbal,,173,198.0,182,158.0,,145.0,,,,,,,,,,,,,,,,,,
2021_34506,Setúbal,,166,,176,178.0,170.0,138.0,,,,,,,,,,,,,,,,,,
2021_34507,Porto,,198,199.0,199,195.0,,165.0,,,,,,,,,,,,,,,,,,
2021_34508,Lisboa,167.0,153,,170,,,,,,,,,,143.0,,,,,,,,,,,
2021_34509,Outro,,177,,191,,,,161.0,200.0,,,,,,,,,,,,,,,,
2021_34510,Leiria,,168,,195,,,,163.0,184.0,,,,,,,,,,,,,,,,
2021_34511,Setúbal,,147,,151,127.0,151.0,130.0,,,,,,,,,,,,,,,,,,
2021_34512,Lisboa,,127,,150,,,,140.0,,,125.0,,,,,,,,,,,,,,
2021_34513,Faro,,127,,140,,,,136.0,,,,,105.0,,,,,,,,,,,,
2021_34514,Outro,,119,111.0,114,101.0,,76.0,,,,,,,,,,,,,,,,,,
2021_34515,Lisboa,121.0,109,96.0,123,,,,,,,,,,,,,,,,,,,,,
2021_34516,Leiria,,156,195.0,180,179.0,,147.0,,,,,,,,,,,,,,,,,,
2021_34517,Braga,,157,,172,,,,159.0,,,,157.0,,,,,,,,,,,,,
2021_34518,Lisboa,,138,,154,,,,148.0,,,,131.0,,,,,,,,,,,,,
2021_34519,Braga,,147,,149,127.0,142.0,128.0,,,,,,,,,,,,,,,,,,
2021_34520,Lisboa,,117,111.0,128,117.0,,103.0,,,,,,,,,,,,,,,,,,
2021_34521,Lisboa,147.0,136,162.0,156,,,,,,,,,,,,,,,,,,,,,
2021_34522,Faro,151.0,128,165.0,161,,,,,,,,,,,,,,,,,,,,,
2021_34523,Setúbal,,98,107.0,100,78.0,,68.0,,,,,,,,,,,,,,,,,,
2021_34524,Braga,,146,,153,,,,145.0,,,,,126.0,,,,,,,,,,,,
2021_34525,Porto,,153,,153,,,,150.0,,,,,128.0,,,,,,,,,,,,
2021_34526,Outro,,128,,135,127.0,132.0,104.0,,,,,,,,,,,,,,,,,,
2021_34527,Porto,,149,,181,,,,160.0,190.0,,,,,,,,,,,,,,,,
2021_34528,Coimbra,,100,,100,85.0,96.0,64.0,,,,,,,,,,,,,,,,,,
2021_34529,Coimbra,,120,127.0,124,105.0,,95.0,,,,,,,,,,,,,,,,,,
2021_34530,Outro,,110,,132,,,,127.0,,,116.0,,,,,,,,,,,,,,
2021_34531,Lisboa,,146,170.0,165,152.0,,133.0,,,,,,,,,,,,,,,,,,
2021_34532,Porto,,168,200.0,187,186.0,,148.0,,,,,,,,,,,,,,,,,,
2021_34533,Porto,,141,166.0,163,148.0,,120.0,,,,,,,,,,,,,,,,,,
2021_34534,Porto,,198,,200,,,,167.0,189.0,,,,,,,,,,,,,,,,
2021_34535,Outro,,170,,192,,,,198.0,200.0,,,,,,,,,,,,,,,,
2021_34536,Lisboa,,137,,138,121.0,138.0,95.0,,,,,,,,,,,,,,,,,,
2021_34537,Outro,,155,,170,156.0,,,,,165.0,,,139.0,,,,,,,,,,,,
2021_34538,Lisboa,188.0,152,,189,,,,,,,,,,188.0,,,,,,,,,,,
2021_34539,Lisboa,,126,,136,,,,139.0,,,121.0,,,,,,,,,,,,,,
2021_34540,Coimbra,,151,,165,,,,153.0,,,,145.0,,,,,,,,,,,,,
2021_34541,Lisboa,,166,,176,,,,156.0,183.0,,,,,,,,,,,,,,,,
2021_34542,Outro,,155,,172,168.0,162.0,133.0,,,,,,,,,,,,,,,,,,
2021_34543,Lisboa,,143,,151,145.0,,,,,147.0,141.0,,,,,,,,,,,,,,
2021_34544,Lisboa,,131,,123,110.0,125.0,96.0,,,,,,,,,,,,,,,,,,
2021_34545,Faro,159.0,137,188.0,175,,,,,,,,,,,,,,,,,,,,,
2021_34546,Porto,,130,,120,97.0,126.0,81.0,,,,,,,,,,,,,,,,,,
2021_34547,Braga,,129,,128,110.0,122.0,106.0,140.0,,,,,,,,,,,,,,,,,
2021_34548,Outro,,165,,172,159.0,162.0,131.0,,,,,,,,,,,,,,183.0,,,,
